yr,holiday,workingday,temp,hum,windspeed,cnt,spring,summer,winter,cloudy,rainy,mnth_sin,mnth_cos,weekday_sin,weekday_cos
0,0,0,14.110847,80.5833,10.749882000000001,985,1,0,0,1,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
0,0,0,14.902598000000001,69.6087,16.652113,801,1,0,0,1,0,0.0,1.0,0.0,1.0
0,0,1,8.050924,43.7273,16.636703,1349,1,0,0,0,0,0.0,1.0,0.7818314824680297,0.6234898018587336
0,0,1,8.2,59.0435,10.739832,1562,1,0,0,0,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
0,0,1,9.305237,43.6957,12.5223,1600,1,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419
0,0,1,8.378267999999998,51.8261,6.0008684,1606,1,0,0,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
0,0,1,8.057402,49.8696,11.304642,1510,1,0,0,1,0,0.0,1.0,-0.9749279121818235,-0.2225209339563146
0,0,0,6.765,53.5833,17.875868,959,1,0,0,1,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
0,0,0,5.671653,43.4167,24.25065,822,1,0,0,0,0,0.0,1.0,0.0,1.0
0,0,1,6.184153,48.2917,14.958889000000001,1321,1,0,0,0,0,0.0,1.0,0.7818314824680297,0.6234898018587336
0,0,1,6.9327309999999995,68.6364,8.182844000000001,1263,1,0,0,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
0,0,1,7.081807,59.9545,20.410009,1162,1,0,0,0,0,0.0,1.0,0.43388373911755823,-0.900968867902419
0,0,1,6.765,47.0417,20.167,1406,1,0,0,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
0,0,1,6.59567,53.7826,8.478716,1421,1,0,0,0,0,0.0,1.0,-0.9749279121818235,-0.2225209339563146
0,0,0,9.566653,49.875,10.583521000000001,1248,1,0,0,1,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
0,0,0,9.498347,48.375,12.625011,1204,1,0,0,0,0,0.0,1.0,0.0,1.0
0,1,0,7.209153,53.75,12.999139,1000,1,0,0,1,0,0.0,1.0,0.7818314824680297,0.6234898018587336
0,0,1,8.883347,86.1667,9.833925,683,1,0,0,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
0,0,1,11.979134,74.1739,13.957239000000001,1650,1,0,0,1,0,0.0,1.0,0.43388373911755823,-0.900968867902419
0,0,1,10.728347,53.8333,13.125568,1927,1,0,0,1,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
0,0,1,7.2775,45.7083,23.667214,1543,1,0,0,0,0,0.0,1.0,-0.9749279121818235,-0.2225209339563146
0,0,0,2.4243464,40.0,11.521989999999999,981,1,0,0,0,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
0,0,0,3.9573897000000002,43.6522,16.5222,986,1,0,0,0,0,0.0,1.0,0.0,1.0
0,0,1,3.9930432999999996,49.1739,10.60811,1416,1,0,0,0,0,0.0,1.0,0.7818314824680297,0.6234898018587336
0,0,1,9.162598,61.6957,8.696332,1985,1,0,0,1,0,0.0,1.0,0.9749279121818236,-0.22252093395631434
0,0,1,8.9175,86.25,19.68795,506,1,0,0,0,1,0.0,1.0,0.43388373911755823,-0.900968867902419
0,0,1,7.995,68.75,7.627078999999999,431,1,0,0,0,0,0.0,1.0,-0.433883739117558,-0.9009688679024191
0,0,1,8.342597999999999,79.3043,8.2611,1167,1,0,0,1,0,0.0,1.0,-0.9749279121818235,-0.2225209339563146
0,0,0,8.057402,65.1739,9.739455,1098,1,0,0,0,0,0.0,1.0,-0.7818314824680299,0.6234898018587334
0,0,0,8.877402,72.2174,4.9568342,1096,1,0,0,0,0,0.0,1.0,0.0,1.0
0,0,1,7.414153,60.375,12.541864,1501,1,0,0,1,0,0.0,1.0,0.7818314824680297,0.6234898018587336
0,0,1,7.879134,82.9565,3.565271,1360,1,0,0,1,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,0,1,10.66,77.5417,17.708636,1526,1,0,0,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,0,1,7.665236999999999,43.7826,18.609384,1550,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0,0,1,8.663464,58.5217,8.565213,1708,1,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563146
0,0,0,9.566653,92.9167,10.792292999999999,1005,1,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,0,0,11.719153,56.8333,9.5006,1623,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
0,0,1,11.138347,73.8333,3.0423561,1712,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336
0,0,1,9.054153,53.7917,24.25065,1530,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,0,1,5.526103,49.4783,12.652213,1605,1,0,0,1,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,0,1,5.918268,43.7391,14.869645000000002,1538,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0,0,1,7.752731,50.6364,7.27285,1746,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563146
0,0,0,9.1225,54.4167,13.625589000000002,1472,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,0,0,12.977402,45.7391,17.479160999999998,1589,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
0,0,1,17.015,37.5833,27.999836,1913,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336
0,0,1,10.909567,31.4348,19.522057999999998,1815,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,0,1,13.048701,42.3478,16.869997,2115,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,0,1,17.869153,50.5,15.416967999999999,2475,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0,0,1,21.388347,51.6667,17.749975,2927,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563146
0,0,0,16.365847,18.7917,34.000021000000004,1635,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,0,0,11.693897,40.7826,14.956745000000002,1812,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
0,1,0,12.436653,60.5,20.625682,1107,1,0,0,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336
0,0,1,7.471102,57.7778,13.110760999999998,1450,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
0,0,1,9.091299000000001,42.3043,6.305571,1917,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.43388373911755823,-0.900968867902419
0,0,1,12.121732000000002,69.7391,16.783232,1807,1,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
0,0,1,14.938267999999999,71.2174,23.218113,1461,1,0,0,1,0,0.49999999999999994,0.8660254037844387,-0.9749279121818235,-0.2225209339563146
0,0,0,11.5825,53.7917,12.500257000000001,1969,1,0,0,0,0,0.49999999999999994,0.8660254037844387,-0.7818314824680299,0.6234898018587334
0,0,0,14.082598,68.0,8.391616,2402,1,0,0,0,0,0.49999999999999994,0.8660254037844387,0.0,1.0
0,0,1,16.698193,87.6364,19.408962,1446,1,0,0,1,0,0.49999999999999994,0.8660254037844387,0.7818314824680297,0.6234898018587336
0,0,1,10.933347,53.5,14.500475,1851,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
0,0,1,13.735,44.9583,20.624810999999998,2134,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
0,0,1,8.131653,31.8333,15.125518,1685,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0,0,1,10.728347,61.0417,13.624182000000001,1944,1,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818235,-0.2225209339563146
0,0,0,15.750847,78.9167,16.875357,2077,1,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
0,0,0,15.437401999999999,94.8261,23.000229,605,1,0,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0
0,0,1,10.731299,55.1304,22.870584,1872,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336
0,0,1,11.9925,42.0833,8.08355,2133,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
0,0,1,12.129153,77.5417,14.75005,1891,1,0,0,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
0,0,1,15.952731,0.0,17.545759,623,1,0,0,0,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0,0,1,12.977402,64.9565,15.608989999999999,1977,1,0,0,1,0,0.8660254037844386,0.5000000000000001,-0.9749279121818235,-0.2225209339563146
0,0,0,13.495847,59.4583,14.791925,2132,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
0,0,0,15.758268,52.7391,18.130468,2417,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
0,0,1,13.333897,49.6957,9.174042,2046,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336
0,0,1,13.013031,65.5652,12.348703,2056,1,0,0,1,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
0,0,1,14.973897000000001,77.6522,13.608839000000001,2192,1,0,0,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
0,0,1,17.015,60.2917,14.041792999999998,2744,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0,0,1,22.14,52.5217,15.478139,3239,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818235,-0.2225209339563146
0,0,0,19.3725,37.9167,24.667189,3117,1,0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
0,0,0,13.6325,47.375,13.917307000000001,2471,1,0,0,0,0,0.8660254037844386,0.5000000000000001,0.0,1.0
0,0,1,17.647835,73.7391,19.348461,2077,0,1,0,1,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336
0,0,1,18.108347,62.4583,15.12525,2703,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
0,0,1,14.225237,83.9565,15.695487,2121,0,1,0,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
0,0,1,11.685,80.5833,16.333729,1865,0,1,0,1,0,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0,0,1,10.830847,49.5,15.458575,2210,0,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.9749279121818235,-0.2225209339563146
0,0,0,10.899153,39.4167,14.041257,2496,0,1,0,0,0,0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
0,0,0,10.374763,49.3913,12.3481,1693,0,1,0,1,0,0.8660254037844386,0.5000000000000001,0.0,1.0
0,0,1,10.838268,30.2174,14.217668,2028,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.7818314824680297,0.6234898018587336
0,0,1,12.4025,31.4167,15.208732000000001,2425,0,1,0,0,0,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
0,0,1,12.3,64.6667,11.583496,1536,0,1,0,1,0,0.8660254037844386,0.5000000000000001,0.43388373911755823,-0.900968867902419
0,0,1,11.001653,91.8333,14.582282000000001,1685,0,1,0,0,1,0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
0,0,1,12.3,68.625,17.333436,2227,0,1,0,1,0,1.0,6.123233995736766e-17,-0.9749279121818235,-0.2225209339563146
0,0,0,12.915,65.375,13.208782000000001,2252,0,1,0,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
0,0,0,15.511652999999999,48.0,12.208271,3249,0,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
0,0,1,23.506653,42.625,25.833257,3115,0,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336
0,0,1,16.980847,64.2083,26.000489,1795,0,1,0,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
0,0,1,16.024153,47.0833,17.625221,2808,0,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
0,0,1,17.9375,60.2917,10.874903999999999,3141,0,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
0,0,1,13.769153,83.625,15.208464000000001,1471,0,1,0,1,0,1.0,6.123233995736766e-17,-0.9749279121818235,-0.2225209339563146
0,0,0,14.0425,87.75,8.916561,2455,0,1,0,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
0,0,0,17.493347,85.75,9.833389,2895,0,1,0,1,0,1.0,6.123233995736766e-17,0.0,1.0
0,0,1,24.421732000000002,71.6956,21.739758,3348,0,1,0,1,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336
0,0,1,20.6025,73.9167,18.416892999999998,2034,0,1,0,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
0,0,1,16.9125,81.9167,16.791339,2162,0,1,0,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
0,0,1,19.1675,54.0417,7.4169,3267,0,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
0,1,0,18.313347,67.125,15.167125,3126,0,1,0,0,0,1.0,6.123233995736766e-17,-0.9749279121818235,-0.2225209339563146
0,0,0,17.664153,88.8333,22.834135999999997,795,0,1,0,0,1,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
0,0,0,18.723347,47.9583,20.334232,3744,0,1,0,0,0,1.0,6.123233995736766e-17,0.0,1.0
0,0,1,21.0125,54.25,10.958989,3429,0,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336
0,0,1,20.739152999999998,66.5833,10.584057000000001,3204,0,1,0,1,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
0,0,1,24.395,61.4167,16.208975,3944,0,1,0,0,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
0,0,1,18.825847,40.7083,21.792285999999997,4189,0,1,0,0,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
0,0,1,13.803347,72.9583,14.707907,1683,0,1,0,1,0,1.0,6.123233995736766e-17,-0.9749279121818235,-0.2225209339563146
0,0,0,18.86,88.7917,15.458575,4036,0,1,0,1,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
0,0,0,23.848347,81.0833,12.875725,4191,0,1,0,1,0,1.0,6.123233995736766e-17,0.0,1.0
0,0,1,24.873347,77.6667,12.417311,4073,0,1,0,0,0,1.0,6.123233995736766e-17,0.7818314824680297,0.6234898018587336
0,0,1,25.898347,72.9167,21.8755,4400,0,1,0,0,0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
0,0,1,25.42,83.5417,20.9174,3872,0,1,0,1,0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419
0,0,1,25.3175,70.0833,21.500836,4058,0,1,0,1,0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
0,0,1,20.91,45.7083,16.084221,4595,0,1,0,0,0,1.0,6.123233995736766e-17,-0.9749279121818235,-0.2225209339563146
0,0,0,19.3725,50.3333,15.750025,5312,0,1,0,0,0,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
0,0,0,18.518347,76.2083,7.125717999999999,3351,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.0,1.0
0,0,1,22.515847,73.0,12.291418,4401,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336
0,0,1,25.283347,69.7083,22.958689,4451,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
0,0,1,16.980847,73.7083,22.042732,2633,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419
0,0,1,18.825847,44.4167,19.791264,4433,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0,0,1,19.645847,59.0,15.292482000000001,4608,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.9749279121818235,-0.2225209339563146
0,0,0,21.32,54.125,10.75015,4714,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
0,0,0,21.661653,63.1667,5.0007125,4333,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.0,1.0
0,0,1,21.8325,58.875,11.792,4362,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336
0,0,1,21.8325,48.9167,7.749957000000001,4803,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
0,0,1,22.2425,63.2917,8.083014,4182,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419
0,0,1,21.935,74.75,12.707689,4864,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0,0,1,21.0125,86.3333,12.041575,4105,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,-0.9749279121818235,-0.2225209339563146
0,0,0,21.354153,92.25,9.04165,3409,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
0,0,0,23.0625,86.7083,10.249592999999999,4553,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.0,1.0
0,0,1,23.6775,78.7917,8.500357000000001,3958,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336
0,0,1,23.028347,83.7917,18.582718,4123,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
0,0,1,22.55,87.0,13.499964000000002,3855,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419
0,0,1,21.764153,82.9583,7.250271000000001,4575,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0,0,1,22.003347,71.9583,8.375871,4917,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.9749279121818235,-0.2225209339563146
0,0,0,24.7025,62.6667,8.08355,5805,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
0,0,0,24.770847,74.9583,9.916536,4660,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.0,1.0
0,0,1,25.898347,81.0,15.667414,4274,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336
0,0,1,27.06,74.0833,13.875164000000002,4492,0,1,0,1,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
0,0,1,27.094153000000002,69.625,10.333611,4978,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.43388373911755823,-0.900968867902419
0,0,1,29.041653000000004,67.75,13.376014000000001,4677,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.433883739117558,-0.9009688679024191
0,0,1,27.948347,65.375,16.125493,4679,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.9749279121818235,-0.2225209339563146
0,0,0,26.889153000000004,72.9583,15.416164000000002,4758,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,-0.7818314824680299,0.6234898018587334
0,0,0,27.3675,81.875,14.333846,4788,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.0,1.0
0,1,0,30.066653000000002,68.5,8.792075,4098,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.7818314824680297,0.6234898018587336
0,0,1,31.775,63.6667,7.459042999999999,3982,0,1,0,0,0,0.8660254037844388,-0.4999999999999998,0.9749279121818236,-0.22252093395631434
0,0,1,31.330847,67.7083,13.875164000000002,3974,0,1,0,1,0,0.5000000000000003,-0.8660254037844385,0.43388373911755823,-0.900968867902419
0,0,1,29.315,30.5,19.583229,4968,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,-0.433883739117558,-0.9009688679024191
0,0,1,25.42,35.4167,16.959107,5312,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,-0.9749279121818235,-0.2225209339563146
0,0,0,26.035,45.625,8.250514,5342,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,-0.7818314824680299,0.6234898018587334
0,0,0,26.581653000000003,65.25,9.292364,4906,0,1,0,1,0,0.5000000000000003,-0.8660254037844385,0.0,1.0
0,0,1,27.811653000000003,60.0,8.167032,4548,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,0.7818314824680297,0.6234898018587336
0,0,1,29.0075,59.7917,12.583136,4833,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,0.9749279121818236,-0.22252093395631434
0,0,1,31.809153000000002,62.2083,9.166739,4401,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,0.43388373911755823,-0.900968867902419
0,0,1,33.141653000000005,56.8333,10.042161,3915,0,1,0,1,0,0.5000000000000003,-0.8660254037844385,-0.433883739117558,-0.9009688679024191
0,0,1,30.955,60.5,9.417117999999999,4586,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,-0.9749279121818235,-0.2225209339563146
0,0,0,29.725,65.4583,10.37495,4966,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,-0.7818314824680299,0.6234898018587334
0,0,0,28.3925,74.7917,10.958989,4460,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,0.0,1.0
0,0,1,26.035,49.4583,20.45845,5020,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,0.7818314824680297,0.6234898018587336
0,0,1,24.770847,50.7083,18.041960999999997,4891,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,0.9749279121818236,-0.22252093395631434
0,0,1,25.693347,47.1667,11.250103999999999,5180,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,0.43388373911755823,-0.900968867902419
0,0,1,25.761653,68.8333,13.833557,3767,0,1,0,1,0,0.5000000000000003,-0.8660254037844385,-0.433883739117558,-0.9009688679024191
0,0,1,26.615847,73.5833,9.582942999999998,4844,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,-0.9749279121818235,-0.2225209339563146
0,0,0,28.563346999999997,67.0417,8.000336,5119,0,1,0,0,0,0.5000000000000003,-0.8660254037844385,-0.7818314824680299,0.6234898018587334
0,0,0,28.665846999999996,66.6667,6.834,4744,0,1,0,1,0,0.5000000000000003,-0.8660254037844385,0.0,1.0
0,0,1,26.035,74.625,10.416825,4010,0,1,0,1,0,0.5000000000000003,-0.8660254037844385,0.7818314824680297,0.6234898018587336
0,0,1,27.914153000000002,77.0417,11.458675,4835,0,0,0,1,0,0.5000000000000003,-0.8660254037844385,0.9749279121818236,-0.22252093395631434
0,0,1,30.066653000000002,70.75,11.541554,4507,0,0,0,0,0,0.5000000000000003,-0.8660254037844385,0.43388373911755823,-0.900968867902419
0,0,1,29.861653000000004,70.3333,15.999868,4790,0,0,0,1,0,0.5000000000000003,-0.8660254037844385,-0.433883739117558,-0.9009688679024191
0,0,1,29.690846999999998,57.3333,14.875675,4991,0,0,0,0,0,0.5000000000000003,-0.8660254037844385,-0.9749279121818235,-0.2225209339563146
0,0,0,28.495,48.3333,14.041257,5202,0,0,0,0,0,0.5000000000000003,-0.8660254037844385,-0.7818314824680299,0.6234898018587334
0,0,0,27.88,51.3333,6.3337311,5305,0,0,0,0,0,0.5000000000000003,-0.8660254037844385,0.0,1.0
0,0,1,27.9825,65.8333,7.2083960000000005,4708,0,0,0,1,0,0.5000000000000003,-0.8660254037844385,0.7818314824680297,0.6234898018587336
0,0,1,30.510847,63.4167,9.666961,4648,0,0,0,0,0,0.5000000000000003,-0.8660254037844385,0.9749279121818236,-0.22252093395631434
0,0,1,29.861653000000004,49.7917,17.542007,5225,0,0,0,0,0,0.5000000000000003,-0.8660254037844385,0.43388373911755823,-0.900968867902419
0,0,1,28.563346999999997,43.4167,12.415904,5515,0,0,0,0,0,0.5000000000000003,-0.8660254037844385,-0.433883739117558,-0.9009688679024191
0,0,1,29.6225,39.625,6.874736,5362,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.9749279121818235,-0.2225209339563146
0,0,0,30.271653000000004,44.4583,7.709153999999999,5119,0,0,0,0,0,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
0,0,0,29.383346999999997,68.25,15.333485999999999,4649,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.0,1.0
0,1,0,29.793346999999997,63.7917,5.4591064000000005,6043,0,0,0,1,0,1.2246467991473532e-16,-1.0,0.7818314824680297,0.6234898018587336
